session_id,start_time,end_time,ip_address,country,language,messages_sent,sentiment,escalated,forwarded_hr,full_transcript,avg_response_time,tokens,tokens_eur,category,initial_msg,user_rating
session_263,2025-03-23 09:32:31,2025-03-23 09:42:31,82.217.56.10,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_41,1.9,616,0.185,Scheduling,Who do I contact for IT help?,1.0
session_264,2025-03-23 10:12:41,2025-03-23 10:21:41,145.75.32.1,Netherlands,Dutch,5,Positive,Yes,Yes,https://chatbotlogs.com/session_71,2.33,225,0.068,Personal,Who do I talk to about my pension plan options?,2.0
session_265,2025-03-23 10:41:24,2025-03-23 10:42:24,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_282,3.12,52,0.016,HR,How do I contact HR?,
session_266,2025-03-23 12:08:21,2025-03-23 12:09:21,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_65,3.36,65,0.02,Personal,Can you tell me a secret?,4.0
session_267,2025-03-23 12:08:39,2025-03-23 12:18:39,145.75.32.1,Netherlands,Dutch,9,Positive,Yes,Yes,https://chatbotlogs.com/session_287,1.81,441,0.132,Scheduling,How do I file an official grievance against a coworker?,1.0
session_268,2025-03-23 12:19:15,2025-03-23 12:20:15,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_145,2.8,96,0.029,IT Support,How do I file an official grievance against a coworker?,5.0
session_269,2025-03-23 12:29:29,2025-03-23 12:30:29,37.77.184.22,Netherlands,Polish,2,Positive,Yes,No,https://chatbotlogs.com/session_48,2.23,100,0.03,IT Support,Is coffee better than tea?,2.0
session_270,2025-03-23 14:14:41,2025-03-23 14:23:41,82.217.56.10,Netherlands,Dutch,11,Negative,No,No,https://chatbotlogs.com/session_284,1.6,495,0.149,Scheduling,How do I reset my password?,5.0
session_271,2025-03-23 15:37:03,2025-03-23 15:46:03,37.77.184.22,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_104,2.24,399,0.12,Scheduling,Can I bring my pet to work?,5.0
session_272,2025-03-23 17:49:32,2025-03-23 17:58:32,145.75.32.1,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_181,1.95,390,0.117,Scheduling,How do I reset my password?,5.0
session_273,2025-03-23 18:49:53,2025-03-23 18:58:53,198.51.100.23,Belgium,English,8,Positive,Yes,No,https://chatbotlogs.com/session_166,3.28,360,0.108,Personal,What happens if I never log off?,4.0
session_274,2025-03-23 20:58:22,2025-03-23 20:59:22,82.217.56.10,Netherlands,Turkish,2,Positive,Yes,No,https://chatbotlogs.com/session_239,3.18,136,0.041,Scheduling,Can you tell me a secret?,1.0
session_275,2025-03-24 00:52:36,2025-03-24 00:53:36,145.75.32.1,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_62,2.93,142,0.043,Personal,How do I reset my password?,5.0
session_276,2025-03-24 02:45:14,2025-03-24 02:46:14,37.77.184.22,Netherlands,Polish,2,Neutral,Yes,Yes,https://chatbotlogs.com/session_59,2.73,128,0.038,General,Can I take unpaid leave for personal reasons?,5.0
session_277,2025-03-24 08:32:51,2025-03-24 08:41:51,37.77.184.22,Netherlands,Polish,5,Positive,Yes,No,https://chatbotlogs.com/session_48,2.23,250,0.075,General,Is coffee better than tea?,
session_278,2025-03-24 08:44:23,2025-03-24 08:45:23,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_222,2.68,45,0.013,Scheduling,Do we have a time machine in the office?,
session_279,2025-03-24 12:22:44,2025-03-24 12:23:44,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_111,1.56,60,0.018,HR,Do we have a time machine in the office?,1.0
session_280,2025-03-24 14:31:17,2025-03-24 14:40:17,37.77.184.22,Netherlands,Dutch,6,Positive,Yes,Yes,https://chatbotlogs.com/session_34,3.41,240,0.072,Personal,Can I request a salary adjustment based on performance?,1.0
session_281,2025-03-24 14:32:15,2025-03-24 14:42:15,37.77.184.22,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_28,2.83,715,0.214,IT Support,How do I request leave?,4.0
session_282,2025-03-24 17:15:13,2025-03-24 17:16:13,145.75.32.1,Netherlands,Turkish,1,Positive,No,No,https://chatbotlogs.com/session_58,2.73,73,0.022,Personal,How do I swap shifts?,5.0
session_283,2025-03-24 17:42:37,2025-03-24 17:51:37,37.77.184.22,Netherlands,Polish,8,Positive,Yes,Yes,https://chatbotlogs.com/session_20,2.93,368,0.11,IT Support,Can I request a salary adjustment based on performance?,5.0
session_284,2025-03-24 18:35:57,2025-03-24 18:44:57,82.217.56.10,Netherlands,Dutch,11,Positive,Yes,Yes,https://chatbotlogs.com/session_170,2.93,682,0.205,Scheduling,How do I file a workplace harassment complaint?,4.0
session_285,2025-03-24 19:28:37,2025-03-24 19:37:37,37.77.184.22,Netherlands,Polish,8,Positive,No,No,https://chatbotlogs.com/session_42,2.64,496,0.149,Personal,How do I reset my password?,
session_286,2025-03-24 22:46:26,2025-03-24 22:55:26,82.217.56.10,Netherlands,Dutch,11,Positive,Yes,Yes,https://chatbotlogs.com/session_205,3.04,671,0.201,Personal,Can I request a salary adjustment based on performance?,1.0
session_287,2025-03-25 05:06:44,2025-03-25 05:07:44,82.217.56.10,Netherlands,Turkish,1,Positive,No,No,https://chatbotlogs.com/session_142,3.46,40,0.012,IT Support,How do I swap shifts?,2.0
session_288,2025-03-25 08:13:39,2025-03-25 08:14:39,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_104,2.24,45,0.013,Scheduling,Can I bring my pet to work?,5.0
session_289,2025-03-25 09:34:27,2025-03-25 09:43:27,37.77.184.22,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_38,3.11,464,0.139,IT Support,Can you tell me a secret?,
session_290,2025-03-25 09:41:13,2025-03-25 09:42:13,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_79,3.15,96,0.029,Personal,How do I request leave?,4.0
session_291,2025-03-25 10:58:47,2025-03-25 11:07:47,82.217.56.10,Netherlands,Dutch,10,Neutral,No,No,https://chatbotlogs.com/session_294,3.27,490,0.147,General,Where can I see my schedule?,5.0
session_292,2025-03-25 11:15:49,2025-03-25 11:25:49,82.217.56.10,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_5,2.96,444,0.133,Personal,Where is the break room?,1.0
session_293,2025-03-25 11:54:40,2025-03-25 12:03:40,145.75.32.1,Netherlands,Polish,10,Positive,No,No,https://chatbotlogs.com/session_92,2.4,580,0.174,Scheduling,What's up?,2.0
session_294,2025-03-25 12:05:06,2025-03-25 12:06:06,82.217.56.10,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_65,3.36,75,0.022,Personal,How do I get infinite vacation days?,
session_295,2025-03-25 12:37:13,2025-03-25 12:38:13,198.51.100.23,Belgium,English,1,Positive,Yes,No,https://chatbotlogs.com/session_56,2.98,73,0.022,General,Can you tell me a secret?,
session_296,2025-03-25 14:16:18,2025-03-25 14:25:18,37.77.184.22,Netherlands,Dutch,9,Positive,Yes,Yes,https://chatbotlogs.com/session_222,2.68,558,0.167,Scheduling,What is the process for requesting disability accommodations?,
session_297,2025-03-25 14:29:10,2025-03-25 14:39:10,82.217.56.10,Netherlands,Turkish,5,Positive,Yes,Yes,https://chatbotlogs.com/session_11,2.54,245,0.074,General,How do I file a workplace harassment complaint?,1.0
session_298,2025-03-25 16:09:14,2025-03-25 16:18:14,37.77.184.22,Netherlands,Polish,11,Positive,Yes,No,https://chatbotlogs.com/session_117,2.07,825,0.248,Scheduling,What happens if I never log off?,4.0
session_299,2025-03-25 17:58:18,2025-03-25 18:07:18,145.75.32.1,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_110,2.7,368,0.11,Scheduling,How do I swap shifts?,4.0
session_300,2025-03-25 19:15:37,2025-03-25 19:25:37,145.75.32.1,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_216,1.59,472,0.142,General,How do I request leave?,
session_301,2025-03-25 20:33:45,2025-03-25 20:42:45,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_132,2.99,594,0.178,Scheduling,Who do I contact for IT help?,5.0
session_302,2025-03-26 11:07:59,2025-03-26 11:16:59,37.77.184.22,Netherlands,Dutch,7,Negative,No,No,https://chatbotlogs.com/session_29,2.08,490,0.147,Personal,When do I get paid?,
session_303,2025-03-26 11:25:16,2025-03-26 11:26:16,82.217.56.10,Netherlands,Dutch,2,Neutral,No,No,https://chatbotlogs.com/session_147,3.29,140,0.042,Scheduling,How do I request leave?,5.0
session_304,2025-03-26 12:12:33,2025-03-26 12:21:33,82.217.56.10,Netherlands,Dutch,6,Positive,Yes,Yes,https://chatbotlogs.com/session_16,2.08,450,0.135,General,What should I do if I have a conflict with my manager?,
session_305,2025-03-26 12:35:47,2025-03-26 12:44:47,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,Yes,https://chatbotlogs.com/session_139,2.05,568,0.17,Scheduling,How do I file an official grievance against a coworker?,
session_306,2025-03-26 13:37:47,2025-03-26 13:47:47,37.77.184.22,Netherlands,Turkish,5,Positive,No,No,https://chatbotlogs.com/session_224,2.1,340,0.102,Scheduling,Who do I contact for payroll issues?,
session_307,2025-03-26 13:42:31,2025-03-26 13:51:31,82.217.56.10,Netherlands,Turkish,10,Positive,Yes,Yes,https://chatbotlogs.com/session_57,3.0,560,0.168,Personal,Can I take unpaid leave for personal reasons?,
session_308,2025-03-26 14:25:12,2025-03-26 14:26:12,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_111,1.56,61,0.018,Scheduling,How do I become a millionaire overnight?,
session_309,2025-03-26 17:54:21,2025-03-26 18:03:21,82.217.56.10,Netherlands,Dutch,6,Neutral,Yes,No,https://chatbotlogs.com/session_87,1.74,354,0.106,IT Support,Can you tell me a secret?,
session_310,2025-03-26 18:21:56,2025-03-26 18:22:56,37.77.184.22,Netherlands,Polish,2,Negative,Yes,Yes,https://chatbotlogs.com/session_238,3.39,104,0.031,Scheduling,What are my legal rights if I am terminated?,
session_311,2025-03-26 22:54:56,2025-03-26 22:55:56,203.0.113.42,Germany,Spanish,2,Positive,No,No,https://chatbotlogs.com/session_68,2.43,150,0.045,Personal,How do I swap shifts?,4.0
session_312,2025-03-27 03:31:33,2025-03-27 03:32:33,82.217.56.10,Netherlands,Dutch,2,Neutral,Yes,No,https://chatbotlogs.com/session_47,3.05,122,0.037,Scheduling,Why is the sky blue?,
session_313,2025-03-27 05:03:15,2025-03-27 05:04:15,37.77.184.22,Netherlands,Turkish,1,Positive,Yes,No,https://chatbotlogs.com/session_257,2.44,55,0.016,IT Support,Why is the sky blue?,
session_314,2025-03-27 08:08:53,2025-03-27 08:17:53,145.75.32.1,Netherlands,Turkish,10,Positive,Yes,No,https://chatbotlogs.com/session_22,2.66,720,0.216,IT Support,Can I work from the moon?,
session_315,2025-03-27 08:15:43,2025-03-27 08:25:43,82.217.56.10,Netherlands,Polish,7,Positive,No,No,https://chatbotlogs.com/session_190,1.93,539,0.162,IT Support,How do I reset my password?,
session_316,2025-03-27 11:30:16,2025-03-27 11:31:16,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_270,1.84,51,0.015,HR,Can I work from the moon?,5.0
session_317,2025-03-27 13:30:34,2025-03-27 13:31:34,82.217.56.10,Netherlands,Moroccan Arabic,2,Positive,No,No,https://chatbotlogs.com/session_107,2.76,92,0.028,General,What are the sick leave policies?,
session_318,2025-03-27 14:40:57,2025-03-27 14:41:57,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_84,1.87,58,0.017,Personal,How do I become a millionaire overnight?,4.0
session_319,2025-03-27 16:10:28,2025-03-27 16:11:28,145.75.32.1,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_110,2.7,118,0.035,Scheduling,How do I swap shifts?,4.0
session_320,2025-03-28 01:09:29,2025-03-28 01:19:29,145.75.32.1,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_112,2.58,528,0.158,Personal,Can I request more hours?,1.0
session_321,2025-03-28 07:07:46,2025-03-28 07:16:46,82.217.56.10,Netherlands,Dutch,5,Positive,Yes,Yes,https://chatbotlogs.com/session_4,1.85,280,0.084,IT Support,How do I report discrimination in the workplace?,4.0
session_322,2025-03-28 07:44:16,2025-03-28 07:45:16,145.75.32.1,Netherlands,Polish,2,Negative,No,No,https://chatbotlogs.com/session_163,2.12,84,0.025,Scheduling,Where can I update my address?,
session_323,2025-03-28 08:59:08,2025-03-28 09:08:08,145.75.32.1,Netherlands,Dutch,5,Positive,No,No,https://chatbotlogs.com/session_7,3.38,340,0.102,IT Support,How do I contact HR?,
session_324,2025-03-28 11:37:20,2025-03-28 11:46:20,145.75.32.1,Netherlands,Dutch,8,Neutral,Yes,No,https://chatbotlogs.com/session_183,3.03,568,0.17,Scheduling,Is coffee better than tea?,4.0
session_325,2025-03-28 11:43:33,2025-03-28 11:52:33,145.75.32.1,Netherlands,Turkish,5,Positive,Yes,Yes,https://chatbotlogs.com/session_200,3.03,360,0.108,Scheduling,How do I dispute an incorrect payroll deduction?,
session_326,2025-03-28 12:13:42,2025-03-28 12:22:42,37.77.184.22,Netherlands,Turkish,8,Negative,No,No,https://chatbotlogs.com/session_134,2.07,328,0.098,IT Support,What are the company policies?,2.0
session_327,2025-03-28 12:46:24,2025-03-28 12:47:24,145.75.32.1,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_271,2.76,136,0.041,HR,Do we have a time machine in the office?,2.0
session_328,2025-03-28 15:46:35,2025-03-28 15:47:35,145.75.32.1,Netherlands,Dutch,2,Negative,Yes,No,https://chatbotlogs.com/session_157,2.95,98,0.029,IT Support,What happens if I never log off?,2.0
session_329,2025-03-28 17:18:41,2025-03-28 17:19:41,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_41,1.9,77,0.023,IT Support,What time is it?,3.0
session_330,2025-03-28 17:54:31,2025-03-28 18:03:31,82.217.56.10,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_133,2.19,371,0.111,Scheduling,How do I get infinite vacation days?,1.0
session_331,2025-03-28 18:11:32,2025-03-28 18:12:32,145.75.32.1,Netherlands,Dutch,1,Neutral,Yes,No,https://chatbotlogs.com/session_136,1.79,68,0.02,Scheduling,Can I bring my pet to work?,
session_332,2025-03-28 18:40:37,2025-03-28 18:41:37,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_54,2.19,62,0.019,Scheduling,What are my legal rights if I am terminated?,1.0
session_333,2025-03-28 19:49:13,2025-03-28 19:58:13,145.75.32.1,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_132,2.99,438,0.131,Scheduling,Who do I contact for IT help?,5.0
session_334,2025-03-28 19:59:47,2025-03-28 20:08:47,37.77.184.22,Netherlands,Dutch,6,Positive,Yes,Yes,https://chatbotlogs.com/session_251,2.86,438,0.131,IT Support,How do I report discrimination in the workplace?,1.0
session_335,2025-03-28 20:12:05,2025-03-28 20:21:05,37.77.184.22,Netherlands,Dutch,11,Positive,Yes,No,https://chatbotlogs.com/session_270,1.84,803,0.241,HR,Can I work from the moon?,5.0
session_336,2025-03-29 02:54:07,2025-03-29 03:03:07,37.77.184.22,Netherlands,Turkish,8,Neutral,Yes,Yes,https://chatbotlogs.com/session_257,2.44,344,0.103,Scheduling,How do I file an official grievance against a coworker?,
session_337,2025-03-29 07:19:22,2025-03-29 07:28:22,82.217.56.10,Netherlands,Turkish,8,Positive,Yes,No,https://chatbotlogs.com/session_105,2.8,424,0.127,Personal,Is coffee better than tea?,5.0
session_338,2025-03-29 08:34:36,2025-03-29 08:35:36,82.217.56.10,Netherlands,Turkish,1,Positive,No,No,https://chatbotlogs.com/session_89,2.12,65,0.02,Personal,Who do I contact for payroll issues?,5.0
session_339,2025-03-29 08:46:28,2025-03-29 08:47:28,145.75.32.1,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_301,2.26,84,0.025,Scheduling,How do I request leave?,
session_340,2025-03-29 09:21:17,2025-03-29 09:22:17,82.217.56.10,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_289,3.16,140,0.042,Scheduling,What are the company policies?,
session_341,2025-03-29 10:05:31,2025-03-29 10:15:31,37.77.184.22,Netherlands,Dutch,5,Positive,Yes,Yes,https://chatbotlogs.com/session_247,1.77,395,0.118,IT Support,How do I file an official grievance against a coworker?,
session_342,2025-03-29 13:24:54,2025-03-29 13:33:54,82.217.56.10,Netherlands,Dutch,10,Positive,No,No,https://chatbotlogs.com/session_264,2.76,400,0.12,Scheduling,How do I access my payslip?,
session_343,2025-03-29 14:03:13,2025-03-29 14:12:13,37.77.184.22,Netherlands,Polish,5,Positive,Yes,Yes,https://chatbotlogs.com/session_31,3.09,280,0.084,Personal,How do I dispute an incorrect payroll deduction?,5.0
session_344,2025-03-29 16:19:37,2025-03-29 16:28:37,82.217.56.10,Netherlands,Dutch,5,Positive,No,No,https://chatbotlogs.com/session_94,2.17,315,0.094,IT Support,When do I get paid?,2.0
session_345,2025-03-30 06:53:15,2025-03-30 06:54:15,37.77.184.22,Netherlands,Dutch,2,Neutral,No,No,https://chatbotlogs.com/session_108,3.49,124,0.037,Personal,Where can I see my schedule?,
session_346,2025-03-30 08:20:11,2025-03-30 08:29:11,82.217.56.10,Netherlands,Turkish,8,Positive,Yes,Yes,https://chatbotlogs.com/session_11,2.54,632,0.19,Personal,What are my legal rights if I am terminated?,
session_347,2025-03-30 09:06:09,2025-03-30 09:15:09,82.217.56.10,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_32,2.69,704,0.211,Personal,Where can I update my address?,5.0
session_348,2025-03-30 09:09:22,2025-03-30 09:19:22,82.217.56.10,Netherlands,Dutch,6,Negative,No,No,https://chatbotlogs.com/session_148,3.27,306,0.092,IT Support,Where can I update my address?,2.0
session_349,2025-03-30 09:27:17,2025-03-30 09:36:17,145.75.32.1,Netherlands,Dutch,10,Positive,Yes,No,https://chatbotlogs.com/session_13,1.69,470,0.141,Scheduling,Can I work from the moon?,5.0
session_350,2025-03-30 14:52:16,2025-03-30 14:53:16,37.77.184.22,Netherlands,Moroccan Arabic,2,Positive,Yes,No,https://chatbotlogs.com/session_37,1.68,120,0.036,General,What happens if I never log off?,1.0
session_351,2025-03-30 14:57:31,2025-03-30 15:06:31,37.77.184.22,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_240,2.75,483,0.145,IT Support,How do I access my payslip?,
session_352,2025-03-30 15:03:30,2025-03-30 15:13:30,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_8,2.24,693,0.208,Personal,How do I contact HR?,1.0
session_353,2025-03-30 23:02:03,2025-03-30 23:03:03,82.217.56.10,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_103,2.46,116,0.035,IT Support,How do I access my payslip?,
session_354,2025-03-31 08:25:28,2025-03-31 08:26:28,37.77.184.22,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_38,3.11,94,0.028,IT Support,Can you tell me a secret?,
session_355,2025-03-31 08:43:23,2025-03-31 08:53:23,37.77.184.22,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_54,2.19,318,0.095,Personal,Is coffee better than tea?,1.0
session_356,2025-03-31 09:51:30,2025-03-31 10:00:30,82.217.56.10,Netherlands,Turkish,6,Positive,Yes,No,https://chatbotlogs.com/session_176,1.68,456,0.137,Scheduling,How do I get infinite vacation days?,2.0
session_357,2025-03-31 11:32:22,2025-03-31 11:42:22,145.75.32.1,Netherlands,Turkish,9,Positive,Yes,No,https://chatbotlogs.com/session_22,2.66,423,0.127,IT Support,Can I work from the moon?,
session_358,2025-03-31 13:26:59,2025-03-31 13:35:59,82.217.56.10,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_228,2.72,630,0.189,Scheduling,Where can I see my schedule?,4.0
session_359,2025-03-31 13:32:09,2025-03-31 13:33:09,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_147,3.29,63,0.019,Scheduling,How do I request leave?,5.0
session_360,2025-03-31 13:56:45,2025-03-31 13:57:45,82.217.56.10,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_115,2.45,84,0.025,IT Support,Where can I update my address?,1.0
session_361,2025-03-31 14:01:49,2025-03-31 14:11:49,82.217.56.10,Netherlands,Dutch,9,Positive,Yes,No,https://chatbotlogs.com/session_305,2.27,711,0.213,General,What is the meaning of life?,4.0
session_362,2025-03-31 14:46:45,2025-03-31 14:47:45,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_266,3.26,46,0.014,Scheduling,Can I bring my pet to work?,
session_363,2025-03-31 14:54:21,2025-03-31 15:03:21,145.75.32.1,Netherlands,Dutch,7,Negative,No,No,https://chatbotlogs.com/session_150,3.22,518,0.155,Scheduling,How do I access my payslip?,
session_364,2025-03-31 15:57:02,2025-03-31 16:07:02,82.217.56.10,Netherlands,Polish,11,Positive,Yes,No,https://chatbotlogs.com/session_76,2.94,539,0.162,Personal,What happens if I never log off?,1.0
session_365,2025-03-31 16:36:53,2025-03-31 16:37:53,145.75.32.1,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_227,2.2,102,0.031,Scheduling,Can I take unpaid leave for personal reasons?,5.0
session_366,2025-03-31 17:02:51,2025-03-31 17:03:51,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_306,3.2,120,0.036,IT Support,Who do I contact for payroll issues?,1.0
session_367,2025-03-31 17:17:51,2025-03-31 17:26:51,82.217.56.10,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_199,2.46,434,0.13,Scheduling,Who do I contact for payroll issues?,2.0
session_368,2025-03-31 17:35:08,2025-03-31 17:36:08,82.217.56.10,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_33,1.81,150,0.045,Scheduling,Who do I contact for payroll issues?,1.0
session_369,2025-03-31 18:34:25,2025-03-31 18:43:25,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_50,1.99,441,0.132,Personal,How do I contact HR?,
session_370,2025-03-31 19:17:23,2025-03-31 19:26:23,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_97,2.79,387,0.116,IT Support,How do I swap shifts?,1.0
session_371,2025-04-01 01:02:17,2025-04-01 01:11:17,82.217.56.10,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_82,2.18,300,0.09,Scheduling,Can you tell me a secret?,
session_372,2025-04-01 07:09:45,2025-04-01 07:19:45,82.217.56.10,Netherlands,Dutch,11,Negative,Yes,Yes,https://chatbotlogs.com/session_167,2.64,737,0.221,HR,Can I take unpaid leave for personal reasons?,1.0
session_373,2025-04-01 07:32:17,2025-04-01 07:33:17,102.54.23.11,Spain,French,1,Positive,Yes,No,https://chatbotlogs.com/session_19,2.22,47,0.014,IT Support,What is the meaning of life?,
session_374,2025-04-01 15:17:52,2025-04-01 15:26:52,145.75.32.1,Netherlands,Dutch,5,Positive,No,No,https://chatbotlogs.com/session_263,2.51,265,0.08,HR,How do I access my payslip?,
session_375,2025-04-01 17:31:12,2025-04-01 17:32:12,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_129,3.27,100,0.03,Scheduling,How do I get infinite vacation days?,5.0
session_376,2025-04-01 18:28:23,2025-04-01 18:37:23,192.168.1.1,Netherlands,Spanish,10,Positive,Yes,No,https://chatbotlogs.com/session_14,2.73,410,0.123,Personal,Why is the sky blue?,3.0
session_377,2025-04-01 22:05:07,2025-04-01 22:15:07,37.77.184.22,Netherlands,Turkish,8,Neutral,Yes,No,https://chatbotlogs.com/session_280,3.34,320,0.096,HR,Can I bring my pet to work?,
session_378,2025-04-01 22:36:04,2025-04-01 22:45:04,82.217.56.10,Netherlands,Dutch,9,Positive,Yes,No,https://chatbotlogs.com/session_98,2.79,549,0.165,IT Support,How do I get infinite vacation days?,2.0
session_379,2025-04-02 00:06:54,2025-04-02 00:07:54,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_69,2.47,120,0.036,Scheduling,How do I contact HR?,2.0
session_380,2025-04-02 08:15:28,2025-04-02 08:24:28,145.75.32.1,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_262,1.94,424,0.127,IT Support,Where is the break room?,2.0
session_381,2025-04-02 11:45:10,2025-04-02 11:46:10,82.217.56.10,Netherlands,Polish,1,Positive,Yes,No,https://chatbotlogs.com/session_131,2.95,63,0.019,IT Support,Can you tell me a secret?,5.0
session_382,2025-04-02 13:08:00,2025-04-02 13:09:00,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_170,2.93,142,0.043,Scheduling,How do I file a workplace harassment complaint?,4.0
session_383,2025-04-02 16:02:18,2025-04-02 16:12:18,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,Yes,https://chatbotlogs.com/session_154,2.15,512,0.154,Scheduling,How do I file an official grievance against a coworker?,5.0
session_384,2025-04-02 17:41:21,2025-04-02 17:51:21,82.217.56.10,Netherlands,Turkish,7,Positive,Yes,Yes,https://chatbotlogs.com/session_57,3.0,413,0.124,IT Support,Who do I talk to about my pension plan options?,3.0
session_385,2025-04-02 18:42:54,2025-04-02 18:51:54,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_65,3.36,464,0.139,Personal,Can you tell me a secret?,4.0
session_386,2025-04-03 01:12:51,2025-04-03 01:13:51,37.77.184.22,Netherlands,Turkish,1,Neutral,No,No,https://chatbotlogs.com/session_113,3.35,45,0.013,Scheduling,Where can I see my schedule?,5.0
session_387,2025-04-03 09:00:11,2025-04-03 09:09:11,145.75.32.1,Netherlands,Dutch,10,Positive,No,No,https://chatbotlogs.com/session_6,3.29,500,0.15,Scheduling,Where can I see my schedule?,
session_388,2025-04-03 09:14:48,2025-04-03 09:23:48,37.77.184.22,Netherlands,Turkish,11,Positive,Yes,Yes,https://chatbotlogs.com/session_255,1.59,869,0.261,Scheduling,Can I take unpaid leave for personal reasons?,
session_389,2025-04-03 13:23:43,2025-04-03 13:32:43,37.77.184.22,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_116,2.46,726,0.218,Scheduling,Who do I contact for payroll issues?,1.0
session_390,2025-04-04 00:06:18,2025-04-04 00:07:18,145.75.32.1,Netherlands,Dutch,1,Neutral,No,No,https://chatbotlogs.com/session_187,3.28,59,0.018,Scheduling,Where is the break room?,2.0
session_391,2025-04-04 10:43:59,2025-04-04 10:53:59,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,Yes,https://chatbotlogs.com/session_114,3.11,560,0.168,Scheduling,What should I do if I have a conflict with my manager?,
session_392,2025-04-04 12:43:13,2025-04-04 12:53:13,82.217.56.10,Netherlands,Dutch,10,Positive,Yes,Yes,https://chatbotlogs.com/session_16,2.08,700,0.21,General,What should I do if I have a conflict with my manager?,
session_393,2025-04-04 12:48:32,2025-04-04 12:57:32,37.77.184.22,Netherlands,Dutch,11,Positive,Yes,Yes,https://chatbotlogs.com/session_18,2.69,561,0.168,IT Support,What are my legal rights if I am terminated?,
